Type,Title,Abstract,Authors,Keywords,DOI,Publication Date,Pages
inproceedings,Study on Self-Adaptive Step Tangent Optimization Algorithm and Application for Optimizing Listed Companies' Corporate Performance,"In the process of national economic and social development, the new energy industry has played an important role in optimizing and upgrading the China's economic system. It is particularly important to correctly predict the corporate performance of new energy enterprises. In this study, the new energy enterprises in the listed companies are the research objects. With the rapid development of artificial intelligence technology recently, scholars have proposed different intelligent approaches to improve the model accuracy. In this study, self-adaptive step tangent optimization (SASTO) algorithm is proposed and applied to optimize new energy enterprises’ corporate performance. The result shows SASTO can effectively improve the prediction effectiveness and efficiency of the model.","Wang, Tian and Lin, Jianbang",,10.1145/3495018.3495102,2022,4
inproceedings,A New Modeling of Cooperative Agents from Game-Theoretic Perspective,"Coalitional game theory offers a theoretical framework for agent cooperation in Distributed Artificial Intelligence (DAI). A critical issue in coalitional games is the formation of coalitions, which depends closely on players' payoffs, viz., players' preferences. In this work, we consider the reason of players' preferences in coalitional games. We propose a refined modelling of coalition games by incorporating a priority structure called priority graph. Priority graphs encode the features of game choices and their priority (or weight), from which players' preferences can be induced. A new definition of the solution core for coalitional games is proposed. The dynamics of the priority structure for players and its influence on players' preferences are also studied.","Liu, Chanjuan and Zhu, Enqiang","Coalition formation, Coalitional games, Artificial intelligence, Payoffs",10.1145/3325730.3325745,2019,4
inproceedings,Post-Laryngectomy Interaction Restoration System,"Laryngectomy is a surgical treatment that leads to voice loss. Novel approach to regaining communicative function after the operation is presented. In contrast to most technologies using artificial intelligence to restore the voice, it focuses on balancing the use of technology with human compensatory capabilities. A design process that consists of first person participatory design and user interviews is presented. In the current phase proposed device integrates wearable vibrating effector with voice pitch controller and voice amplifying set and dynamical voice conversion system, adding personal traits to the speech signal.","Zieli\'{n}ski, Konrad and Szamburski, Ryszard and Machnacz, Ewa","laryngectomy, voice conversion, human-machine interaction, participatory design, assistive technologies",10.1145/3308557.3308731,2019,2
inproceedings,A Study on The Admission Policy of College Entrance Examination for Ethnic Minorities in China from the Perspective of Cultural Analysis,"The preferential policy of College Entrance Examination for Ethnic Minorities in China is an important measure taken by the state to improve the educational development level of ethnic minorities and promote the healthy development of higher education of ethnic minorities. It is committed to promoting the economic, cultural and social development of ethnic minorities with educational equality as its value orientation. The purpose of this study is to deepen the theoretical system of the national ethnic education policy and promote the implementation and improvement of the policy. This paper makes statistics on the implementation of this policy. Based on the logic of cultural analysis framework, this paper analyzes the practical challenges faced by the policy from three aspects: value orientation, cultural environment and cognition. This paper try to improve the policy from the two aspects of the social values and operating mechanism.","Xiaofang, Chen and Ping, Xue","Higher education, Ethnic minorities, Admission policy, Education fair",10.1145/3436286.3436393,2021,5
article,Student Travel Award Recipients for the 2014 AAAI/SIGAI Doctoral Consortium,"AAAI and SIGAI annually co-organize the AAAI/ SIGAI Doctoral Consortium. The Doctoral Consortium (DC) provides an opportunity for a group of Ph.D. students to discuss and explore their research interests and career objectives with a panel of established researchers in artificial intelligence. SIGAI provides travel funding to support students from institutions outside the U.S., while the NSF provides funding for U.S. students. This year, SIGAI supported four international students to attend and present at the 19th AAAI/SIGAI Doctoral Consortium. These students provided testimonials reporting on their experiences at the DC.","Brys, Tim and Doucette, John and Khazaei, Taraneh and Taig, Ran",,10.1145/2685328.2685333,2014,2
inproceedings,On the Formalisation of Kolmogorov Complexity,"Kolmogorov complexity is an essential tool in the study of algorithmic information theory, and is used in the fields of Artificial Intelligence, cryptography, and coding theory. The formalisation of the theorems of Kolmogorov complexity is also key to proving results in the theory of Intelligent Agents, specifically the results in Universal Artificial Intelligence. In this paper, we present a mechanisation of some of these fundamental results. In particular, building on HOL4's existing model of computability, we provide a formal definition of the complexity of a binary string, and then prove (i) that Kolmogorov complexity is uncomputable; (ii) the Kolmogorov Complexity invariance theorem; (iii) the Kraft and Kolmogorov-Kraft inequalities; and (iv) key Kolmogorov Complexity inequalities.","Catt, Elliot and Norrish, Michael","Interactive Proof Systems, Computability, Kolmogorov Complexity",10.1145/3437992.3439921,2021,9
inproceedings,Research on the Application of Fall Detection Technology Based on the Security Field of the Smart Care for the Elderly,"Abstract. The security of the elderly in an aging society has become a social problem attracting much attention, among which the problem of secondary injury caused by the fall has attracted wide concern of researchers. The application of fall detection combined with artificial intelligence technology has become an important application in the security field of smart care for the elderly. After analyzing and judging the human body features, this paper found out that the combination of human skeleton and fall detection technology could be used to identify the fall behavior and link it with the alarm system to solve the security problem of smart care for the elderly. The experimental results showed that the recognition rate of fall detection was increased by 2% after adding optimization of genetic algorithm factors and contrast calculation of prediction frame length in the process of human feature target detection.","Chen, Zhiwen and Ji, Yong and Ren, Yuanhong","Keywords. Smart Care for the Elderly, Fall Detection, Human Features, Genetic Algorithm",10.1145/3512826.3512832,2022,5
inproceedings,Effect of Confidence Indicators on Trust in AI-Generated Profiles,"Artificial Intelligence (AI) is increasingly augmenting and generating online content, but research suggests that users distrust content which they believe to be AI-generated. In this paper, we study whether introducing a confidence indicator, a text rating of an algorithm's confidence in its source data alongside rationale for why the data is more or less trustworthy, affects this distrust in Airbnb host profiles believed to be computer-generated. Our results indicate that a low-confidence indicator decreases participant trust in the rental host, but high-confidence indicators have no significant impact on trust. These findings suggest that user trust of AI-generated content can be negatively, but not positively, affected by a confidence indicator.","Bruzzese, Tommy and Gao, Irena and Dietz, Griffin and Ding, Christina and Romanos, Alyssa","artificial intelligence-mediated communication (AI-MC), trust, artificial intelligence, computer-mediated communication (CMC)",10.1145/3334480.3382842,2020,8
inproceedings,Research on Informatization Education Methods under the Background of Artificial Intelligence,"Higher education reform has entered a critical period, while the impact of artificial intelligence on higher education is also deepening. This paper studies the internal elements of higher education in this context: the development and reform of higher education education forms, curriculum construction and planning, classroom teaching forms, teacher- student relations, class organization and management, etc.; discusses the development and transformation of artificial intelligence from national strategic planning The process of moving towards higher education practice; seeking reform paths for higher education, management, teaching and artificial intelligence technology and social changes in the new era.","Zhufeng, Ye and Sitthiworachart, Jirarat",,10.1109/ICAIE53562.2021.00107,2021,4
inproceedings,Using Artificial Intelligence-based Online Translation Website to improve the Health Education in International Students,"The purpose of this study is to test the feasibility of using AI-based online translation tools in health management education to determine its effect on improving health management education. Several of the current mainstream online translation tools for translating English literature related to health management education have been tested. The knowledge of health management translated by the online translation tool is translated into the mother tongue for the evaluation of the students’ cognitive ability of the relevant knowledge. The online questionnaire was used to provide feedback on students’ understanding and mastery of health management knowledge translated into their native language. The mainstream online translation tools already allow students to translate basic health education materials into their native language. The mainstream translation tools with the assistance of artificial intelligence can achieve high accuracy in the translation of short sentences in health education materials. The results show that the online translation of health education materials from non-native language to native language can basically enable students to obtain the correct understanding of health education materials. Of course, converting long sentences in health education materials into short sentences to improve the accuracy of intelligent translation tools can effectively improve the cognitive effect. Future research could further validate the AI-assisted learning of health education materials in non-native languages.","Jiang, Tao and Li, Wenqin and Wang, Jiashu and Wang, Xinguo",,10.1109/ICAIE53562.2021.00012,2021,4
inproceedings,Applying Artificial Intelligence to Primary and Secondary School Physical Education,"The physical education curriculum reform has been fruitful since the founding of New China, however, the physical education curriculum reform has long neglected the combination with the latest technology and has not broken through the education approach based on physical education and health curriculum. Since the birth of artificial intelligence education, it has provided a solution to break through the limitation of distance and teachers’ resources, and the combination of artificial intelligence education and the physical education curriculum is an important direction to deepen the physical education curriculum reform. The simplified application of ""human-computer learning symbiosis"" breaks through the current dilemma of insufficient technological power and AI education theory, and helps the application of AI education in the physical education curriculum. It has the application advantages of human-oriented and personalized teaching; promoting the formation of lifelong sports concepts; cultivating higher-order thinking ability; and promoting the development of the sports industry.","He, Zhewei and Niu, Xiaohong",,10.1109/ICISE-IE53922.2021.00349,2021,5
inproceedings,Search for a New Paradigm of Education and Artificial Intelligence. Place and Role of Artificial Intelligence in the New Education System,"Humanity is on the cusp of the fourth industrial revolution. Cardinal changes are expected in all spheres of human activity, including the education system. A global reform of education is expected, which will lead to a change in its very paradigma, the creation of a new teaching methodology, a change in the forms and methods of teaching, and the creation of new teaching methods. But in this direction there are many difficulties and unsolved scientific problems. For example, there is no clear idea of what the “paradigm of education” is, how it is related to the teaching methodology, and the ways of transforming the education system are not defined. The paper considers new models of the use of information technologies in teaching, defines the place and role of artificial intelligence in the new education system.","Vostroknutov, Igor and Grigoriev, Sergey and Surat, Lev",,10.1109/TELE52840.2021.9482486,2021,3
inproceedings,Practice and Exploration of Artificial Intelligence Education in Chinese Universities Based on the STEAM Concept,"At present, China&#x0027;s emerging technologies enjoy vigorous development, and emerging industrial chain with artificial intelligence and big data as the mainstay has dominated China&#x0027;s new economic form. With it, the question of how to cultivate innovative and compound talents in emerging disciplines has become one core difficulty in the current higher education. The highly interdisciplinary integrated STEAM education is suitable for the initial training of new talents. This paper studies the status quo of STEAM education and artificial intelligence education in Chinese universities. Based on the practice of STEAM talent training in Anshan Normal University, it combines artificial intelligence-related education practice, tracks and analyzes various indicators of students in STEAM course to explore the feasibility plan for artificial intelligence education in Chinese universities.","Xu, Qingyang and Zhi, Ying and Qi, Zhonghua and Wen, Xiaoli",,10.1109/CIPAE53742.2021.00012,2021,4
inproceedings,Artificial Intelligence and Higher Education Institutions,"Modern education scenario has led to the emergence of varied challenges in the form of an altered approach of students towards learning and related avenues. The tendency of the current generation students to seek ease in everything they do and to cater to their inclination towards receiving quick responses and rescues to their needs, has opened up newer horizons of opportunities in the education sector too. In line with the imprints of technology based shift in education sector, resorting to an adaptive learning environment, powered by application of Artificial Intelligence (AI) to the education system seems to bring about turn-around alterations. The present paper’s aim is to explore the prospective advantages of application of AI to the Higher Education Institutions (HEIs) , in terms of the associated stakeholders, viz., Students, Educators as well as Parents. An effort has been made to provide an insight into the vast prospective avenues of Artificial Intelligence in the education sector.","Agarwal, Nimmi and Kumar, Saumya and Anand, Sandeep Kumar and Dharwal, Mridul and Vatsa, Madhuranjan",,10.1109/SSTEPS57475.2022.00055,2022,3
inproceedings,A long term impact of artificial intelligence and robotics on higher education,"Artificial intelligence and robotics are expected to substantially impact higher education (HE). Due to the fragmented literature and evolving definitions of terminology, it is impossible to determine the extent of its effect. In terms of technical feasibility and educational or societal benefit, these modifications are controversial. To better understand and examine the potential of AI and robotics, imagine what they could look like in the future. A thorough narrative literature review was conducted to identify eight design roles representing AI and robots' potential in education, administration, and research. Higher-order skills training, teacher obligations, and the effect of human agency and datafication are all raised by these concerns.","Sharma, A K and Pareta, Avikant and Meena, Jitender and Sharma, Rupak",,10.1109/ACCAI53970.2022.9752633,2022,4
inproceedings,Implementation of Knowledge Management with Artificial Intelligence in Higher Education,"Researchers and Academicians have claimed that the development and use of Artificial Intelligence (AI) based Knowledge Management (KM) systems has significant potential and possibilities to improve the higher education systems and procedures than any other advances in technical industries. Many studies have shown that the education sector has been lacking the use of AI and KM systems and that is badly hitting many areas of academic researches and mostly the multidisciplinary and interdisciplinary researches. In this work various machine learning algorithms have been applied with different models. The performances of these models are measured on respective criteria. The results highlight some common but largely hidden facts about lack of mature smart systems in higher education and researches, their impacts, and future of AI based KM systems in education sector.","Galgotia, Dhruv and Lakshmi, Nirupa",,10.1109/ICCCA52192.2021.9666300,2021,5
inproceedings,Student Perceptions on Artificial Intelligence (AI) in higher education,"This purpose of this study was to understand the student perceptions on the usage of Artificial Intelligence (AI) in higher education. AI could form part of higher education in multiple ways whether it be in the Teaching Learning process, Admission process, the Placement process or the Administrative process. The paper brings out the student perceptions on AI usage in business schools from those enrolled in full time program in business management. Online questioner was used to collect both quantitative and qualitative response. Data was collected from 682 student and statistical analysis have been used for arriving at conclusions. Ordination regression and correlation have been used for analysis of the data collect. The qualitative response was helpful to get the views that students have. The results indicate that student have a perception that AI can be effectively used in teaching learning process, academic administration processes, and should not be used in a few processes related to admission, examination and placements.","Ravi Kumar, V V and Raman, Ramakrishnan",,10.1109/ISEC54952.2022.10025165,2022,5
inproceedings,The Development of Students' Computational Thinking Practices in AI Course Using the Game-Based Learning: A Case Study,"Promoting the computational thinking of the K12 students through artificial intelligence education is reflected in curriculum standards and academic research. Game-based learning promotes the learning interest and motivation, helps students reinforce computational thinking practices. Based on the input-process-result (IPO) game-based learning model, this study integrated the artificial intelligence instructional content, game-based learning, and the core elements of computational thinking practice to design game-based learning activities that was suitable for promoting computational thinking practices in artificial intelligence courses. In this research, the artificial intelligence course “Challenging Tic-Tac-Toe” was conduct in senior high school. The results showed that the game-based learning in artificial intelligence courses could help students to master artificial intelligence subject knowledge, significantly improved the computational thinking practices, enhanced learning interest, motivation, self-confidence, and reduce cognitive load. Thus, this study provides additional evidence that using the game-based learning strategies is an effective learning method that improves both learning performance and computational thinking practices.","Ma, Jingsi and Zhang, Yi and Bin, Hesiqi and Wang, Kang and Liu, Jinfang and Gao, Hanrui",,10.1109/ISET55194.2022.00065,2022,5
inproceedings,An Object-Oriented Approach to Ontology Modelling in Specialists Education of Methods and Technologies of Artificial Intelligence,"Training highly qualified specialists in modern digital and information technologies, including artificial intelligence (AI) methods and technologies tasks Higher educational institutions. Since the 2021/2022 academic year, a new educational program, ""Artificial Intelligence"", has been introduced at the Department of Applied Mathematics and Artificial Intelligence of the NRU ""MPEI"" when studying for a master's degree in Applied Mathematics and Computer Science. In new academic disciplines, ""Applied Intelligent Systems"" (AIS) and ""Intelligent Decision Support Systems"", students learn and acquire practical skills and competencies in AI models and methods and implement prototypes of modern AI systems for various purposes.","Eremeev, A. P. and Paniavin, N. A. and Marenkov, M. A.",,10.1109/Inforino53888.2022.9782954,2022,4
inproceedings,Prospects for the Use of Artificial Intelligence Technologies in Education,The article presents the results of a study devoted to the analysis of the proliferation activity of artificial intelligence (AI) technologies in higher education and the reasons that interfere with this process. The results of a questionnaire survey of employees and leaders of educational organizations in relation to the prospects for the use of artificial intelligence. It has been proven that technical universities and universities - &#x201C;leaders&#x201D; are more active and more successful in introducing AI into the educational process. The proliferation of AI in the education organizations is most influenced by the presence of a critical mass of employees with the appropriate competencies. There is a dissimilarity in forecasts about the prospects for the introduction of AI in the groups of universities leading and not so successful. Introductio,"Zharova, Marina V. and Trapitsin, Sergey Yu. and Timchenko, Victor V.",,10.1109/ITQMIS53292.2021.9642866,2021,6
inproceedings,Methodological Aspects of Propaedeutics of Studying Artificial Intelligence by Medical Students,"The necessity of mastering the basics of artificial intelligence for specialists in various fields today is beyond doubt. The article substantiates the importance of propaedeutic acquaintance with the achievements in the field of activity chosen by students, in particular, in medicine. The methodological features and approximate content of such a lesson are considered, it is emphasized that students have the necessary knowledge base for the successful assimilation of the material.","Rusakova, Vera and Rusakov, Alexander and Savateeva, Ekaterina",,10.1109/TELE55498.2022.9801046,2022,5
inproceedings,Artificial Intelligence (AI) as a computerized decision aid for selection of candidates in higher education,This paper studies the usage of Artificial Intelligence (AI) as a computerized decision aid in the field of higher education for the selection of candidates to an MBA program of a Business School from a large pool of candidates. The paper brings out as to how AI as a decision aid tool can improve the speed and quality of the selection of candidates for a postgraduate program in Business Management by simplifying the processes. Usage of AI in the admission process to a Business School has been a pioneering effort and this paper captures this process and its benefits uniquely since there is no research available to capture the usage of AI in candidate selection. The paper compares the admission process of two years – in the year 2020 using the traditional approach and in the year 2021 using AI as a computerized decision-making aid. The results of this comparative study clearly demonstrate the superiority of AI as a computerized tool assisting in decision making for the selection of the candidates thereby leading to process improvement.,"Ravi Kumar, V V and Raman, Ramakrishnan",,10.1109/ISEC54952.2022.10025234,2022,5
inproceedings,Introduction of Artificial Intelligence as the Basis of Modern Online Education on the Example of Higher Education,"The article deals with the process of awareness and acceptance of artificial intelligence in the educational process of higher education during the quarantine period. The state of the teacher is considered through the prism of the model of stages of experiencing grief by E. Kubler-Ross. This demonstrates the diversity and complexity of the transition to distance (online) learning. The genesis of the development and the role of information technologies based on artificial intelligence in education at the present stage is determined. Based on research by D. Tatar, J. Roschelle, P. Vahey, W. R. Penuel determined that the highest peak of the development of artificial intelligence and its active implementation in educational technologies refers to the period from 1999 to 2019. The authors highlight the approaches of informatization of the university. The Abai KazNPU has defined a way to build up the integrated digital management system of the university through the univer system. Artificial intelligence programs are highlighted: adaptive and personalized learning, automatic assessment, intermediate learning interval, chatbot, virtual assistants, proctoring and gamification. The authors analyze their own experience of implementing and further actively using artificial intelligence techniques and technologies using the Google Classroom, Kahoot, and Lingualeo platforms in the teaching process. The article presents the results of a survey among the university teaching staff to identify the degree of job satisfaction in the conditions of distance learning. The results of the survey for the autumn half-year of 2020-2021 showed that artificial intelligence is becoming a full-fledged participant in the educational process and occupies a central place in the process of intellectualization of society and the development of the education system as a whole. The progress and technological effectiveness of this process cannot be stopped. It was decided to introduce the elective discipline ""Artificial Intelligence"" at the bachelor's and master's level, with the continuity of the formed competencies for advanced training in artificial intelligence in the field of educational technologies.","Syzdykbayeva, Aigul and Baikulova, Aigerim and Kerimbayeva, Rysty",,10.1109/SIST50301.2021.9465974,2021,8
inproceedings,Research on the Level Test Application System of Computer Artificial Intelligence Technology in English Education,"Based on computer artificial intelligence technology, this paper designs an online automatic evaluation and correction system for higher vocational English based on the combination of C/S mode and B/S mode. This paper firstly designs the functional requirements of the system. The design of the system implementation plan adopts the C/S mode to realize the evaluation and reform. The system implements the English online test process according to the scale of the higher vocational English test and the test requirements and through modules such as group test management, score management, and online test. In this paper, the genetic algorithm is used to determine the optimal solution of the test papers. The system has the advantages of high utilization of network resources, flexible deployment and convenient updating. The simulation results show that the online testing system for higher vocational English education can improve students' English level, especially to cultivate students' online reading habits and help students to correct pronunciation and intonation.","Dan, Chen",,10.1109/ISAIEE57420.2022.00013,2022,6
inproceedings,"Study on the Application of Artificial Intelligence Technology in Empowering Education : Taking ""Intelligent Learning Partner"" as an Example","With the rapid development of artificial intelligence technology, society has entered an era where artificial intelligence is integrated with all aspects of life, and the impact of artificial intelligence on education has attracted more attention. How does artificial intelligence technology development and what are key technologies integrated with education? And its current development status in the field of education. This article takes the ""Smart Learning Partner"", an educational product that integrates several number of smart technologies from the Beijing Normal University Future Education Advanced Innovation Center, as an example, and its three application cases in teaching practice: 1. Hybrid based on ""Smart Learning Partner"" The exploration and analysis of the model teaching model, 2. ""Smart Study Partner "" to promote the exploration of the precision teaching of junior high school history, 3. The construction and application model research of the discipline ability development evaluation learning and teaching system.","Li, Xinglong and Ma, ZhiHeng and Tu, Yujuan and Du, YinShi",,10.1109/ICISE-IE53922.2021.00323,2021,5
inproceedings,New Requirements of Teacher Professionalization for Emotional Labor and Psychological Capital in the Age of Artificial Intelligence,"Under the function of learning, research, politics and so on, the development of artificial intelligence education is very rapid. Artificial intelligence makes education precision further realized, which also puts forward new requirements for teachers’ specialization. Based on the relationship between education and traditional education in the era of artificial intelligence, this paper studies the strategies and high psychological capital that teachers need to have emotional labor, and puts forward some relevant suggestions, so that teachers can adapt to the new needs of this intelligent era.","Jiao, Jin",,10.1109/ICAIE53562.2021.00045,2021,4
inproceedings,Practical Research on Blended Teaching in Higher Vocational Institutes based on ICVE Platform : —Take Artificial Intelligence Data Processing Course as an Example,"Based on ICVE platform, taking artificial intelligence data processing course as an example, this paper explores and practices blended teaching. Firstly, the course teaching design is carried out based on the working process, and then according to the requirements of the course and the characteristics of higher vocational institute students, the teaching practice of online and offline, theory and practice is carried out through three parts: before class , in class and after class practice. The survey results show that the blended teaching model has a positive impact on improving higher vocational institute students' learning interest and effect.","Wang, Jing",,10.1109/ICEKIM55072.2022.00047,2022,4
inproceedings,Proposed Artificial Intelligence Algorithm for Developing Higher Education,"Higher education has delved into a new stage of rapid development focusing on quality improvement, while encountering new challenges and obstacles. In this research work, an artificial intelligence algorithm for education improvement is proposed. Firstly, deep feature abstraction in temporal and special dimensions is performed using Long Short-Term Memory (LSTM) artificial neural network and convolutional networks. Consequently, multiscale attention fusion techniques are used to improve the articulateness of the characteristic and comeup with better recommendations with the assistance of multilayer perceptron. Moreover, the proposed model helps in improving the cognitive capability of students and enhances their overall quality of perception. Moreover, it has been proven that the performance of the proposed model provides better recommendation outcomes and better robustness compared to existing models through conducting extensive experiments based on real data.","Al Ka'bi, Amin",,10.1109/ISRITI56927.2022.10052914,2022,6
inproceedings,Artificial Intelligence Technology in the Development of a Mobile Application for Higher Education Institution Information Portal,The article describes the technology of artificial intelligence for the mobile application of the information portal of higher education institution. Artificial intelligence technology is integrated into the university mobile application. A mobile application and an algorithm for user interaction with the mobile application with artificial intelligence are developed. The proposed idea is used in a mobile application of the GPA YALTA Portal.,"Gallini, Nadezhda I. and Kamornitskiy, Daniil T. and Denisenko, Alexander A. and Chetyrbok, Petr V. and Linnik, Ivan I. and Rabosh, Ivan I.",,10.1109/ElConRus54750.2022.9755845,2022,4
inproceedings,The transformation of artificial intelligence in the 5G era and the impact on education,"This paper summarizes the development of artificial intelligence and 5G technology in China in recent years, analyzes the changes of artificial intelligence technology in various fields under the background of 5G,and discusses the impact of “5G + AI” on higher education. In recent years, China's artificial intelligence and 5G technology have developed rapidly, and the deep integration of the two is an inevitable trend.which has an important impact on the social economy and various fields of life. With the support of 5G technology, the intelligence of consumption, transportation, tourism, medical care,education and other fields has been further improved. Among them.in the field of higher education, the integration of “5G+AI”has contributed to the construction of the “smart education” environment,the update of the training model.and the innovation of teaching models and learning methods.","Xiaoling, Pan and Xuan, Zhou",,10.1109/ICETCI55101.2022.9832282,2022,5
inproceedings,Artificial Intelligence in Legal Education under the Background of Big Data Computation,"The purpose of legal education is to cultivate professional legal talents, let them master the framework of the current legal system, use legal reasoning, and solve practical problems according to legal logic. In the context of big data (BD), artificial intelligence (AI) technology helps collect a large amount of information and process the information centrally, making the calculation process much simpler. Therefore, we apply AI to the education industry, design a law teaching system based on AI, and conduct a teaching effect test experiment. The experiment shows that the average grade of the class using the artificial intelligence system for law teaching is higher than that of the class using the traditional teaching method, and the grades increase faster, verifying the feasibility of the artificial intelligence teaching system in legal education.","Ma, Li",,10.1109/ICCBE56101.2022.9888165,2022,3
inproceedings,Exploring the Technology and Problems of Artificial Intelligence Education Applications,"The rapid development of artificial intelligence technology and its use in the field of education continues to spread, bringing about high speed development in education. However, there are inevitably some problems in the actual use of AI in education (e.g., simplifying and narrowing it down). Analyze and discuss the problems in the process of using the common techniques of AI educational applications: the problem of simplicity of execution leading to behaviorism, the problem of information cocoon caused by algorithmic recommendations, the problem of teachers' AI anxiety, the problem of ethics of AI educational applications, and the problem of emotional deficiency. The only way to better integrate technology into educational practice is to view it correctly and to grasp the degree of its use.","Zhang, Kunhong and Deng, Peng",,10.1109/CSTE55932.2022.00056,2022,4
inproceedings,The Integration Development of Artificial Intelligence and Education,"With the rapid progress and development of modern information science and technology, artificial intelligence technology has become more and more extensive in many fields. How to incorporate artificial intelligence into education has become a hot topic of the whole society. In this paper, analysis of artificial intelligence used to extract application potential and value of intelligent correction, real-time monitoring, education fairness and campus safety. But there are also challenges in personality education, safety ethics, teaching efficiency, etc. In order to make artificial intelligence better serve the education industry, it is necessary to increase the infrastructure construction and environment configuration of artificial intelligence equipment. And then improving the education practitioners’ awareness and correct cognition of the relationship between intelligent machine safety ethics and artificial intelligence.","Li, Yan and Li, Shaohua and Wang, Longge",,10.1109/ICCSE51940.2021.9569551,2021,4
article,System Dynamics-Based Analysis on Factors Influencing Artificial Intelligence Talents Training,"There are gaps between education supply and industrial demand of talents in intelligent era. Thus, the shortage of artificial intelligence(AI) talents becomes the top challenges facing China’s companies. Hence it is essential to implement educational reform to improve quality of education supply talents. However, educational reform is affected by multiple and intertwined factors. This research, therefore, developed a system dynamics-based model of education reform to sort out relationships among all factors and predict the influence of several factors on AI talents output. Then, based on this model, series of experiments are carried out to find main factors affecting cultivation of AI talents. Results show that: 1)this model could accurately simulate trends of output ratio AI talents under different educational reform measures; 2) Measures including teaching mode reform, improving the application rate of new teaching model, speeding up the construction of new disciplines in higher education, developing AI, improving ethics of AI, and strengthening the integration of AI and education could play significant roles in promoting cultivation of AI talents.","Jing, Sifeng and Liu, Xiwei and Gong, Xiaoyan and Zhao, Hongxia",,10.1109/JRFID.2022.3216063,2022,5
inproceedings,A Study on the Construction of Wisdom Classroom for Oral English Course in Higher Vocational College Based on Big Data and Artificial Intelligence,"With the development of the internationalization of the world economy, English is also playing a very important role in the field of today's disciplines. The innovation of artificial intelligence and information technology makes the university education change obviously. In the future English teaching, colleges and universities should integrate computer application technology and tools into the teaching process of English courses, which provides a huge material and information basis for enhancing students' English social communication ability and English subject literacy ability. Therefore, this paper takes the construction of wisdom classroom as the starting point, fully discusses the concept, construction conditions and functions of wisdom classroom. On this basis, this paper takes civil aviation professional oral English as an example to explore the construction path of oral English wisdom classroom in higher vocational colleges under the background of big data and artificial intelligence, so as to provide reform ideas for the teaching development of higher vocational English.","Cui, Limin",,10.1109/ICBDIE52740.2021.00063,2021,4
inproceedings,Comprehensive evaluation algorithm of English online teaching quality based on Artificial Intelligence,"In view of the complex changing characteristics of English teaching quality, in order to obtain high-precision English teaching quality evaluation results, an English teaching quality evaluation algorithm based on principal component analysis and artificial intelligence is designed. This paper constructs the influence index of English teaching quality, optimizes and selects the evaluation index of English teaching quality by principal component analysis, and obtains the evaluation result of English teaching quality grade by artificial intelligence. The test results of specific application examples show that the proposed evaluation algorithm can accurately evaluate the English teaching quality level, and the evaluation results can provide valuable information for improving the quality of English teachig.","Lei, Yuqing and Zhang, Xinzhe",,10.1109/ICAIE53562.2021.00053,2021,4
inproceedings,On the Innovation of Blended Teaching Mode of New Engineering Based on “Artificial Intelligence +”,"The rapid rise and wide application of emerging information technologies such as artificial intelligence (AI), big data, cloud computing and Internet of things in the field of education technology, to a large extent, have changed the teaching mode of new engineering courses and rapidly promoted the reform of higher education. In this paper, the case method and logical empirical evaluation method are used to explore the full and flexible application of artificial intelligence technology means combined with new engineering courses, to create a new engineering intelligent class, and to carry out AI transformation, so as to make education and teaching deeply integrated with AI and develop towards intelligent and efficient development, promote blended teaching and build a deep integrated ecological chain, and form an interactive development mode of sustainable innovation and double helix evolution.","Li, Yumei",,10.1109/CIPAE53742.2021.00048,2021,3
inproceedings,Development of artificial intelligence system for ideological and political education in colleges and universities,"Today, with the development of the Internet, combining big data with ideological and political education in colleges and universities, building an education system through artificial intelligence technology is an indispensable link. The Agent-based intelligent teaching system is an interactive intelligent teaching system for higher education students. The Agent technology, expert system and.NET technology used in the intelligent system can make the education system more intelligent and closer to teaching practice. Starting from the current development status of the ideological and political education system, this article elaborates on the technology used in the education system, and finally builds an ideological and political education platform, hoping to bring certain reference value to the development and application of the ideological and political education system in colleges and universities.","Kuang, Min and Cai, Juan and Li, Jing",,10.1109/ICEKIM55072.2022.00059,2022,4
inproceedings,Design of Artificial Intelligence-based Multimedia Resource Search Service System for Preschool Education,"Under the conditions of modern society, if preschool educational institutions cannot effectively integrate network resources into the network, their development will be severely restricted. Similarly, if parents cannot effectively guarantee the preschool education resources they want, the preschool education level of the family cannot fully obtain the convenience of information-based education. This paper aims to study the design of artificial intelligence (AI)-based Multimedia Resource (MR) search service system for preschool education. This paper analyzes the overview of AI, the methods of AI algorithms and the impact of AI on education and teaching, and finally analyzes the types of MR. The empirical analysis results show that the performance of the traditional preschool education MR search service system has been greatly improved after the adoption of AI technology, and we conducted a survey and found that more than 81% of people felt that designing a preschool education MR search service system applying artificial intelligence algorithms, it is found that the design efficiency has become higher.","Jiang, Xi",,10.1109/ICISCET56785.2022.00027,2022,3
